artist,song,popularity,danceability,tempo,genre
Rihanna,Bitch Better Have My Money,73,0.781,102.99,"hip hop, pop, R&B"
Zara Larsson,Lush Life,0,0.658,98.024,"pop, Dance/Electronic"
One Direction,Drag Me Down,79,0.73,138.113,pop
Travis Scott,Antidote,73,0.713,131.05,"hip hop, Dance/Electronic"
Years & Years,King,0,0.559,119.977,"pop, Dance/Electronic"
Demi Lovato,Confident,64,0.594,130.064,pop
Lemaitre,Closer,59,0.583,91.977,pop
Selena Gomez,Same Old Love,69,0.672,98.02,pop
Pia Mia,Do It Again,72,0.712,95.95,"pop, R&B"
Flo Rida,My House,76,0.688,94.006,"hip hop, pop"
Silentó,Watch Me (Whip / Nae Nae),0,0.819,139.982,hip hop
Chris Brown,Ayo,71,0.823,98.031,"hip hop, pop, R&B"
The Strumbellas,Spirits,71,0.556,80.529,"rock, Folk/Acoustic, pop"
Fetty Wap,Trap Queen,68,0.746,148.075,"hip hop, pop"
Tove Lo,Talking Body,66,0.736,119.999,"pop, Dance/Electronic"
Beyoncé,11-Jul,69,0.747,136.024,"pop, R&B"
Lana Del Rey,High By The Beach,67,0.536,131.988,pop
Zara Larsson,Never Forget You,73,0.583,145.992,"pop, Dance/Electronic"
Jeremih,oui,77,0.418,78.521,"hip hop, pop, R&B"
Drake,Hotline Bling,77,0.891,134.966,"hip hop, pop, R&B"
Selena Gomez,Kill Em With Kindness,64,0.757,120.012,pop
Birdy,Let It All Go,68,0.383,107.005,pop
Fetty Wap,679 (feat. Remy Boyz),74,0.618,190.05,"hip hop, pop"
Ariana Grande,Love Me Harder,74,0.472,98.992,pop
The Weeknd,Can't Feel My Face,79,0.705,107.949,"pop, R&B"
SAYGRACE,You Don't Own Me (feat. G-Eazy),55,0.336,186.394,"pop, R&B"
X Ambassadors,Renegades,75,0.526,90.052,"hip hop, rock, pop"
R. City,Locked Away (feat. Adam Levine),77,0.509,118.413,pop
Kygo,Stole the Show,74,0.64,100.034,"pop, Dance/Electronic"
Tame Impala,The Less I Know The Better,83,0.64,116.879,metal
Selena Gomez,Good For You,0,0.6,88.928,pop
Fetty Wap,My Way (feat. Monty),55,0.748,128.077,"hip hop, pop"
Hozier,Take Me To Church,81,0.566,128.945,"Folk/Acoustic, pop"
Taylor Swift,Style,77,0.588,94.933,pop
Alessia Cara,Here,0,0.379,120.892,"pop, R&B"
Sam Smith,"Writing's On The Wall - From ""Spectre"" Soundtrack",66,0.261,81.418,pop
David Guetta,Bang My Head (feat. Sia & Fetty Wap),47,0.599,108.061,"hip hop, pop, Dance/Electronic"
Meek Mill,All Eyes on You (feat. Chris Brown & Nicki Minaj),68,0.589,77.521,"hip hop, pop"
Big Sean,I Don't Fuck With You,75,0.824,97.972,"hip hop, pop"
Kygo,Firestone,76,0.704,113.927,"pop, Dance/Electronic"
Drake,Jumpman,0,0.853,142.079,"hip hop, pop, R&B"
Petit Biscuit,Sunset Lover,71,0.783,90.838,Dance/Electronic
Shawn Mendes,Stitches,78,0.746,149.882,pop
Flo Rida,"I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)",67,0.854,118.004,"hip hop, pop"
Selena Gomez,The Heart Wants What It Wants,64,0.616,83.066,pop
Jack Ü,Where Are Ü Now (with Justin Bieber),74,0.432,139.432,"pop, Dance/Electronic"
Ellie Goulding,On My Mind,0,0.699,154.943,"pop, rock, Dance/Electronic"
Bryson Tiller,Don't,78,0.765,96.991,"hip hop, pop, R&B"
Rich Homie Quan,"Flex (Ooh, Ooh, Ooh)",1,0.676,163.993,"hip hop, pop"
Joel Adams,Please Don't Go,71,0.513,84.264,R&B
Zedd,I Want You To Know,0,0.561,130.003,"hip hop, pop, Dance/Electronic"
Jonas Blue,Fast Car,67,0.644,113.945,"pop, Dance/Electronic"
BØRNS,Electric Love,0,0.373,120.063,"rock, pop"
Sigala,Easy Love,66,0.68,123.976,"pop, Dance/Electronic"
Justin Bieber,Sorry,80,0.654,99.945,pop
Ariana Grande,One Last Time,79,0.628,125.026,pop
Little Mix,Black Magic,1,0.777,111.987,pop
One Direction,Perfect,77,0.647,99.933,pop
Years & Years,Shine,55,0.667,108.002,"pop, Dance/Electronic"
Meghan Trainor,Lips Are Movin,70,0.775,139.091,pop
Nicky Jam,El Perdón - Forgiveness,51,0.736,90.013,latin
The Weeknd,Starboy,0,0.681,186.054,"pop, R&B"
Drake,One Dance,84,0.792,103.967,"hip hop, pop, R&B"
Justin Bieber,Love Yourself,0,0.609,100.418,pop
The Chainsmokers,Closer,83,0.748,95.01,"pop, Dance/Electronic"
Adele,Hello,1,0.471,157.98,"pop, R&B"
Desiigner,Panda,70,0.576,144.833,"hip hop, pop"
Burak Yeter,Tuesday (feat. Danelle Sandoval),72,0.841,99.002,Dance/Electronic
Sia,Cheap Thrills (feat. Sean Paul),67,0.592,89.972,pop
OneRepublic,Wherever I Go,70,0.552,99.961,pop
Rihanna,Work,75,0.725,91.974,"hip hop, pop, R&B"
Coldplay,Hymn for the Weekend,82,0.491,90.027,"rock, pop"
Justin Bieber,Sorry,80,0.654,99.945,pop
Justin Timberlake,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",76,0.666,113.03,pop
WILLOW,Wait a Minute!,86,0.764,101.003,"pop, R&B, Dance/Electronic"
Desiigner,Tiimmy Turner,67,0.603,122.803,"hip hop, pop"
G-Eazy,"Me, Myself & I",77,0.756,111.995,"hip hop, pop"
David Guetta,This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016),68,0.367,110.169,"hip hop, pop, Dance/Electronic"
Astrid S,Hurts So Good,0,0.672,120.036,"rock, pop, Dance/Electronic"
Lil Wayne,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",75,0.502,169.021,"hip hop, pop"
Twenty One Pilots,Heathens,80,0.732,90.024,rock
Future,Low Life (feat. The Weeknd),74,0.722,143.961,"hip hop, pop"
Galantis,No Money,67,0.671,126.01,"pop, Dance/Electronic"
The Chainsmokers,Don't Let Me Down,79,0.532,159.803,"pop, Dance/Electronic"
Tinie Tempah,Girls Like (feat. Zara Larsson),62,0.916,120.028,"hip hop, pop, Dance/Electronic"
Alok,Hear Me Now,51,0.788,121.996,"pop, Dance/Electronic"
Jon Bellion,All Time Low,70,0.617,90.246,"hip hop, pop"
Cheat Codes,Sex,0,0.51,102.42,"pop, Dance/Electronic"
Meghan Trainor,NO,69,0.557,92.134,pop
Dua Lipa,Hotter Than Hell,65,0.532,110.127,pop
Martin Garrix,In the Name of Love,76,0.501,133.99,"pop, Dance/Electronic"
Alan Walker,Faded,78,0.468,179.642,Dance/Electronic
Tove Lo,Cool Girl,0,0.674,101.983,"pop, Dance/Electronic"
DJ Snake,Let Me Love You,81,0.649,99.988,"hip hop, pop, Dance/Electronic"
Calvin Harris,This Is What You Came For (feat. Rihanna),79,0.631,123.962,"hip hop, pop, Dance/Electronic"
Mike Posner,I Took A Pill In Ibiza - Seeb Remix,77,0.664,101.969,"hip hop, pop, Dance/Electronic"
Kevin Gates,2 Phones,69,0.895,121.918,"hip hop, pop"
Rihanna,Needed Me,80,0.671,110.898,"hip hop, pop, R&B"
Ariana Grande,Side To Side,0,0.648,159.145,pop
Marshmello,Alone,71,0.631,141.99,"pop, Dance/Electronic"
Shawn Mendes,I Know What You Did Last Summer,73,0.687,113.939,pop
Selena Gomez,Same Old Love,69,0.672,98.02,pop
Calvin Harris,My Way,74,0.818,119.986,"hip hop, pop, Dance/Electronic"
Fitz and The Tantrums,HandClap,64,0.636,139.956,"pop, rock"
Twenty One Pilots,Ride,80,0.645,74.989,rock
Flo Rida,My House,76,0.688,94.006,"hip hop, pop"
Ariana Grande,Dangerous Woman,0,0.677,134.052,pop
Anne-Marie,Alarm,57,0.756,146.928,"pop, Dance/Electronic"
Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),79,0.728,100.017,pop
AlunaGeorge,I'm In Control,0,0.734,104.013,"pop, Dance/Electronic"
Enrique Iglesias,DUELE EL CORAZON (feat. Wisin),68,0.716,91.03,"pop, latin"
MNEK,Never Forget You,45,0.583,145.992,Dance/Electronic
Mike Perry,The Ocean (feat. Shy Martin),70,0.632,90.037,"pop, Dance/Electronic"
Drake,Hotline Bling,0,0.903,134.96,"hip hop, pop, R&B"
Ariana Grande,Into You,3,0.623,107.853,pop
Shawn Mendes,Treat You Better,82,0.444,82.695,pop
Tory Lanez,Say It,73,0.546,107.331,"hip hop, pop, R&B"
Coldplay,Adventure of a Lifetime,76,0.638,111.995,"rock, pop"
Kungs,This Girl - Kungs Vs. Cookin' On 3 Burners,0,0.79,121.969,"pop, Dance/Electronic"
SAYGRACE,You Don't Own Me (feat. G-Eazy),69,0.332,186.249,"pop, R&B"
X Ambassadors,Renegades,75,0.526,90.052,"hip hop, rock, pop"
DNCE,Cake By The Ocean,79,0.774,119.002,pop
99 Souls,The Girl Is Mine,55,0.683,118.991,Dance/Electronic
Illy,Papercuts (feat. Vera Blue),51,0.369,191.863,"hip hop, pop, Dance/Electronic"
Kiiara,Gold,55,0.6,113.049,"rock, pop, Dance/Electronic"
Kygo,Stole the Show,0,0.678,99.886,"pop, Dance/Electronic"
Fifth Harmony,Work from Home (feat. Ty Dolla $ign),75,0.803,105.017,pop
Drake,Pop Style,63,0.713,133.053,"hip hop, pop, R&B"
ZAYN,PILLOWTALK,59,0.588,124.909,"pop, Dance/Electronic"
Alessia Cara,Here,66,0.376,120.493,"pop, R&B"
DJ Snake,Middle,0,0.611,104.981,"hip hop, pop, Dance/Electronic"
Sigala,Sweet Lovin' - Radio Edit,46,0.683,124.977,"pop, Dance/Electronic"
Drake,Jumpman,72,0.852,142.079,"hip hop, pop, R&B"
Charlie Puth,Dangerously,62,0.696,112.291,pop
Nick Jonas,Close,69,0.654,123.996,pop
Jonas Blue,Perfect Strangers,0,0.742,117.986,"pop, Dance/Electronic"
Major Lazer,Cold Water (feat. Justin Bieber & MØ),0,0.608,92.943,"hip hop, pop, Dance/Electronic"
The Chainsmokers,Roses,73,0.713,100.001,"pop, Dance/Electronic"
Tory Lanez,LUV,0,0.688,95.109,"hip hop, pop, R&B"
P!nk,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",68,0.632,162.958,pop
Bryson Tiller,Don't,78,0.765,96.991,"hip hop, pop, R&B"
Steve Aoki,Just Hold On,63,0.647,114.991,"hip hop, pop, Dance/Electronic"
Clean Bandit,Tears (feat. Louisa Johnson),60,0.605,130.037,"pop, Dance/Electronic"
Jonas Blue,Fast Car,1,0.459,113.901,"pop, Dance/Electronic"
Flume,Never Be Like You,0,0.443,116.838,Dance/Electronic
Bastille,Good Grief,65,0.73,120.041,"pop, rock"
Sia,The Greatest (feat. Kendrick Lamar),68,0.668,191.944,pop
PARTYNEXTDOOR,Not Nice,62,0.598,128.06,"hip hop, pop, R&B"
Garrett Nash,"i hate u, i love u (feat. olivia o'brien)",77,0.492,92.6,"hip hop, pop"
Hilltop Hoods,1955,63,0.766,84.044,"hip hop, pop"
Fifth Harmony,All In My Head (Flex) (feat. Fetty Wap),62,0.689,95.04,pop
Daya,"Sit Still, Look Pretty",1,0.657,181.994,"rock, pop, Dance/Electronic"
Kent Jones,Don't Mind,63,0.464,158.777,hip hop
Flume,Say It,53,0.581,75.255,Dance/Electronic
Bryson Tiller,Exchange,76,0.525,160.108,"hip hop, pop, R&B"
MØ,Final Song,66,0.695,104.988,"pop, Dance/Electronic"
Beyoncé,Sorry,67,0.775,129.988,"pop, R&B"
Little Mix,Shout Out to My Ex,1,0.773,126.014,pop
The Lumineers,Ophelia,0,0.664,76.026,"pop, Folk/Acoustic"
Frank Ocean,Pink + White,79,0.544,159.738,"hip hop, pop, R&B"
Drake,Too Good,74,0.794,117.996,"hip hop, pop, R&B"
Ed Sheeran,Shape of You,84,0.825,95.977,pop
Sean Paul,No Lie,84,0.742,102.04,"hip hop, pop"
Luis Fonsi,Despacito (Featuring Daddy Yankee),0,0.66,177.833,"pop, latin"
Sam Smith,Too Good At Goodbyes,79,0.681,91.873,pop
Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),75,0.72,101.965,"pop, Dance/Electronic"
Camila Cabello,Havana (feat. Young Thug),1,0.768,104.992,pop
Imagine Dragons,Thunder,1,0.6,167.88,rock
Maroon 5,Don't Wanna Know (feat. Kendrick Lamar),68,0.783,100.047,pop
The Chainsmokers,Something Just Like This,83,0.617,103.019,"pop, Dance/Electronic"
Ed Sheeran,Perfect,85,0.599,95.05,pop
MGMT,Little Dark Age,81,0.705,97.512,rock
Travis Scott,goosebumps,83,0.841,130.049,"hip hop, Dance/Electronic"
Billie Eilish,Bored,84,0.614,119.959,"pop, Dance/Electronic"
Future,Mask Off,79,0.833,150.062,"hip hop, pop"
G-Eazy,Him & I,0,0.589,87.908,"hip hop, pop"
Maroon 5,Cold (feat. Future),0,0.697,99.905,pop
Rae Sremmurd,Swang,75,0.681,139.992,"hip hop, pop"
Lil Peep,Save That Shit,77,0.534,105.997,hip hop
A$AP Ferg,Plain Jane,74,0.797,170.142,"hip hop, pop"
French Montana,Unforgettable,82,0.726,97.985,"hip hop, pop"
21 Savage,Bank Account,74,0.884,75.016,hip hop
Axwell /\ Ingrosso,More Than You Know,0,0.645,123.07,"pop, Dance/Electronic"
ZAYN,Dusk Till Dawn (feat. Sia) - Radio Edit,77,0.259,180.042,"pop, Dance/Electronic"
J Balvin,Mi Gente,53,0.548,104.237,latin
Jax Jones,You Don't Know Me - Radio Edit,1,0.876,124.007,"hip hop, pop, Dance/Electronic"
Rae Sremmurd,Black Beatles,75,0.794,145.926,"hip hop, pop"
Zara Larsson,Ain't My Fault,67,0.576,141.153,"pop, Dance/Electronic"
Travis Scott,BUTTERFLY EFFECT,0,0.763,140.987,"hip hop, Dance/Electronic"
Ayo & Teo,Rolex,69,0.804,144.946,"hip hop, pop"
Lil Uzi Vert,XO Tour Llif3,81,0.732,155.096,hip hop
Imagine Dragons,Whatever It Takes,80,0.672,134.945,rock
Rob $tone,Chill Bill (feat. J. Davi$ & Spooks),76,0.886,108.034,hip hop
Jason Derulo,Swalla (feat. Nicki Minaj & Ty Dolla $ign),75,0.696,98.064,"hip hop, pop"
G-Eazy,No Limit,0,0.838,175.957,"hip hop, pop"
Playboi Carti,Magnolia,77,0.791,162.991,hip hop
Chord Overstreet,Hold On,80,0.618,119.949,"pop, Folk/Acoustic"
Jax Jones,Breathe,58,0.722,125.985,"hip hop, pop, Dance/Electronic"
Imagine Dragons,Believer,1,0.779,124.982,rock
Natti Natasha,Criminal,74,0.814,79.997,"pop, latin"
Kendrick Lamar,HUMBLE.,0,0.906,150.018,hip hop
Selena Gomez,Fetish (feat. Gucci Mane),69,0.708,123.013,pop
Charlie Puth,Attention,0,0.774,100.041,pop
Big Shaq,Man's Not Hot,62,0.905,135.048,"pop, Dance/Electronic"
Anne-Marie,Ciao Adios,57,0.698,106.083,"pop, Dance/Electronic"
Rag'n'Bone Man,Human,76,0.602,75.087,R&B
blackbear,do re mi,4,0.745,111.002,"hip hop, pop, Dance/Electronic"
Lil Pump,Gucci Gang,64,0.936,119.889,hip hop
Taylor Swift,Look What You Made Me Do,76,0.766,128.07,pop
Enrique Iglesias,SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),70,0.688,91.011,"pop, latin"
Kodak Black,Tunnel Vision,51,0.497,171.853,hip hop
Kendrick Lamar,DNA.,0,0.636,139.928,hip hop
A Boogie Wit da Hoodie,Drowning (feat. Kodak Black),0,0.839,129.014,hip hop
XXXTENTACION,Jocelyn Flores,83,0.872,134.021,hip hop
Migos,Bad and Boujee (feat. Lil Uzi Vert),72,0.926,127.079,"hip hop, pop"
Yo Gotti,Rake It Up (feat. Nicki Minaj),67,0.91,149.953,"hip hop, pop"
Martin Garrix,Scared to Be Lonely,77,0.584,137.972,"pop, Dance/Electronic"
Jonas Blue,Mama,51,0.739,104.016,"pop, Dance/Electronic"
Martin Jensen,Solo Dance,0,0.744,114.965,"pop, Dance/Electronic"
Taylor Swift,...Ready For It?,73,0.613,160.015,pop
David Guetta,2U (feat. Justin Bieber),67,0.548,144.937,"hip hop, pop, Dance/Electronic"
Migos,Slippery (feat. Gucci Mane),68,0.92,141.967,"hip hop, pop"
Shawn Mendes,There's Nothing Holdin' Me Back,0,0.857,121.996,pop
G-Eazy,Good Life (with G-Eazy & Kehlani),63,0.572,168.073,"hip hop, pop"
The Vamps,All Night,73,0.538,144.992,pop
Dua Lipa,New Rules,61,0.763,116.01,pop
Cardi B,Bodak Yellow,59,0.929,125.022,"hip hop, pop"
Rag'n'Bone Man,Skin,67,0.564,170.661,R&B
Zara Larsson,I Would Like,57,0.486,121.028,"pop, Dance/Electronic"
DJ Khaled,Wild Thoughts (feat. Rihanna & Bryson Tiller),72,0.671,97.979,"hip hop, pop"
Post Malone,Congratulations,81,0.63,123.146,hip hop
Avicii,Without You (feat. Sandro Cavazza),77,0.662,133.993,"pop, Dance/Electronic"
Clean Bandit,Symphony (feat. Zara Larsson),0,0.718,122.95,"pop, Dance/Electronic"
Katy Perry,Chained To The Rhythm,69,0.562,95.029,pop
Zay Hilfigerrr,Juju on That Beat (TZ Anthem),57,0.807,160.517,set()
Calvin Harris,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",79,0.893,101.018,"hip hop, pop, Dance/Electronic"
Migos,T-Shirt,64,0.865,139.023,"hip hop, pop"
OneRepublic,Rich Love (with Seeb),64,0.401,104.592,pop
Maggie Lindemann,Pretty Girl - Cheat Codes X CADE Remix,61,0.703,121.03,"rock, pop"
Macklemore,Glorious (feat. Skylar Grey),74,0.731,139.994,"hip hop, pop"
Hayden James,NUMB,47,0.617,147.932,"pop, Dance/Electronic"
Liam Payne,Strip That Down,1,0.869,106.028,pop
Drake,Passionfruit,0,0.809,111.98,"hip hop, pop, R&B"
Justin Bieber,Friends (with BloodPop®),0,0.744,104.99,pop
ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",0,0.735,117.973,"pop, Dance/Electronic"
Alessia Cara,Scars To Your Beautiful,76,0.319,194.169,"pop, R&B"
2 Chainz,It's A Vibe,71,0.822,73.003,"hip hop, pop"
Starley,Call on Me - Ryan Riback Remix,48,0.67,105,"pop, Dance/Electronic"
AJR,Weak,0,0.673,123.98,rock
Lana Del Rey,Lust for Life (with The Weeknd),0,0.499,99.979,pop
CNCO,Reggaetón Lento (Remix),0,0.623,93.984,"pop, latin"
The Vamps,Middle Of The Night,61,0.588,130.093,pop
The Weeknd,I Feel It Coming,78,0.773,92.987,"pop, R&B"
The Chainsmokers,Paris,73,0.653,99.99,"pop, Dance/Electronic"
Big Sean,Bounce Back,71,0.78,81.502,"hip hop, pop"
Shawn Mendes,Mercy,0,0.561,148.127,pop
Avicii,Lonely Together (feat. Rita Ora),53,0.655,102.977,"pop, Dance/Electronic"
Cheat Codes,No Promises (feat. Demi Lovato),68,0.741,112.956,"pop, Dance/Electronic"
Bruno Mars,24K Magic,78,0.818,106.97,pop
Lorde,Homemade Dynamite - REMIX,8,0.781,106.996,"pop, Dance/Electronic"
Kygo,It Ain't Me (with Selena Gomez),75,0.64,99.968,"pop, Dance/Electronic"
Drake,God's Plan,81,0.754,77.169,"hip hop, pop, R&B"
Post Malone,rockstar (feat. 21 Savage),83,0.585,159.801,hip hop
Offset,Ric Flair Drip (with Metro Boomin),80,0.88,100.007,"hip hop, pop"
G-Eazy,Him & I (with Halsey),75,0.589,87.908,"hip hop, pop"
Dynoro,In My Mind,78,0.694,125.905,"pop, Dance/Electronic"
Juice WRLD,Lucid Dreams,84,0.511,83.903,hip hop
Zedd,The Middle,80,0.753,107.01,"hip hop, pop, Dance/Electronic"
Marshmello,FRIENDS,78,0.626,95.079,"pop, Dance/Electronic"
Cardi B,I Like It,79,0.816,136.048,"hip hop, pop"
XXXTENTACION,Moonlight,82,0.921,128.009,hip hop
Ariana Grande,no tears left to cry,77,0.699,121.993,pop
Sheck Wes,Mo Bamba,77,0.729,146.034,hip hop
Calvin Harris,One Kiss (with Dua Lipa),81,0.791,123.994,"hip hop, pop, Dance/Electronic"
Tyga,Taste (feat. Offset),73,0.884,97.994,"hip hop, pop"
Travis Scott,SICKO MODE,81,0.834,155.008,"hip hop, Dance/Electronic"
Imagine Dragons,Natural,80,0.704,100,rock
DJ Snake,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",76,0.842,95.881,"hip hop, pop, Dance/Electronic"
Marshmello,Spotlight,71,0.546,150.06,"pop, Dance/Electronic"
The Weeknd,Pray For Me (with Kendrick Lamar),69,0.735,100.584,"pop, R&B"
Billie Eilish,lovely (with Khalid),86,0.351,115.284,"pop, Dance/Electronic"
Migos,Walk It Talk It,75,0.907,145.914,"hip hop, pop"
Clean Bandit,Solo (feat. Demi Lovato),71,0.737,105.005,"pop, Dance/Electronic"
Drake,Nonstop,77,0.912,154.983,"hip hop, pop, R&B"
6ix9ine,FEFE,42,0.931,125.978,hip hop
The Weeknd,Call Out My Name,80,0.461,134.17,"pop, R&B"
Nio Garcia,Te Boté - Remix,76,0.903,96.507,latin
Migos,MotorSport,72,0.904,137.996,"hip hop, pop"
Nicky Jam,X,74,0.594,179.968,latin
XXXTENTACION,SAD!,82,0.74,75.023,hip hop
Becky G,Sin Pijama,69,0.791,94.014,"pop, latin"
Machine Gun Kelly,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",71,0.653,82.034,"hip hop, pop"
6ix9ine,GUMMO,63,0.66,157.036,hip hop
Jax Jones,Breathe,58,0.722,125.985,"hip hop, pop, Dance/Electronic"
The Chainsmokers,Sick Boy,69,0.663,89.996,"pop, Dance/Electronic"
Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)",71,0.645,137.133,"hip hop, pop"
Rich The Kid,Plug Walk,72,0.876,94.981,"hip hop, pop"
Kendrick Lamar,All The Stars (with SZA),80,0.698,96.924,hip hop
Logic,Everyday,69,0.667,149.908,"hip hop, pop"
Jason Derulo,Tip Toe (feat. French Montana),64,0.845,98.062,"hip hop, pop"
Ariana Grande,God is a woman,78,0.602,145.031,pop
Rae Sremmurd,Powerglide (feat. Juicy J) - From SR3MM,66,0.713,173.948,"hip hop, pop"
EO,German,67,0.862,103.019,set()
Dennis Lloyd,Nevermind,74,0.6,99.977,pop
girl in red,we fell in love in october,82,0.566,129.959,"pop, rock, Dance/Electronic"
Selena Gomez,Wolves,78,0.724,124.987,pop
Tiësto,Jackie Chan,72,0.747,128.005,"pop, Dance/Electronic"
Tom Walker,Leave a Light On,70,0.586,68.976,"rock, pop"
Sofía Reyes,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",65,0.792,94.968,"pop, latin"
Marshmello,Silence,80,0.52,141.971,"pop, Dance/Electronic"
5 Seconds of Summer,Youngblood,69,0.596,120.274,pop
Loud Luxury,Body (feat. brando),0,0.752,121.958,"pop, Dance/Electronic"
Liam Payne,For You (Fifty Shades Freed) (& Rita Ora),62,0.541,113,pop
NF,Let You Down,79,0.662,147.997,"hip hop, pop"
XXXTENTACION,changes,79,0.669,64.934,hip hop
Maluma,Corazón (feat. Nego do Borel),69,0.722,198.075,latin
Cardi B,Bodak Yellow,72,0.926,125.022,"hip hop, pop"
Lil Baby,Yes Indeed,79,0.963,119.957,hip hop
Jonas Blue,Rise,70,0.687,106.046,"pop, Dance/Electronic"
David Guetta,Flames,59,0.631,93.95,"hip hop, pop, Dance/Electronic"
Ozuna,Vaina Loca,72,0.754,93.982,latin
Charlie Puth,How Long,72,0.845,109.974,pop
Post Malone,Better Now,80,0.68,145.038,hip hop
BlocBoy JB,Look Alive (feat. Drake),73,0.922,140.022,"hip hop, pop"
Eminem,River (feat. Ed Sheeran),72,0.748,90.09,hip hop
Marshmello,Happier,82,0.687,100.015,"pop, Dance/Electronic"
Dean Lewis,Be Alright,79,0.553,126.684,pop
Charlie Puth,Done for Me (feat. Kehlani),67,0.856,112.009,pop
Migos,Stir Fry,72,0.817,181.982,"hip hop, pop"
YG,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",68,0.745,203.911,"hip hop, pop"
Drake,In My Feelings,75,0.835,91.03,"hip hop, pop, R&B"
B Young,Jumanji,60,0.791,95.948,"hip hop, Dance/Electronic"
Charlie Puth,The Way I Am,64,0.755,114.966,pop
Reik,Me Niego (feat. Ozuna & Wisin),1,0.777,94.023,"pop, latin"
benny blanco,Eastside (with Halsey & Khalid),75,0.56,89.391,"hip hop, pop"
Luis Fonsi,Échame La Culpa,62,0.733,95.989,"pop, latin"
MK,17,65,0.703,122.029,"pop, Dance/Electronic"
Rita Ora,Anywhere,63,0.628,106.93,"hip hop, pop, Dance/Electronic"
Banx & Ranx,Answerphone (feat. Yxng Bane),56,0.671,113.021,Dance/Electronic
Ella Mai,Trip,72,0.477,79.882,"hip hop, pop, R&B"
Daddy Yankee,Dura,71,0.783,95.001,latin
DJ Khaled,No Brainer,67,0.552,135.702,"hip hop, pop"
Anne-Marie,2002,80,0.697,96.133,"pop, Dance/Electronic"
Bruno Mars,Finesse - Remix; feat. Cardi B,74,0.704,105.115,pop
FINNEAS,Let's Fall in Love for the Night,71,0.737,127.921,"rock, pop, Dance/Electronic"
Hugh Jackman,The Greatest Show,72,0.417,157.92,easy listening
Halsey,Bad At Love,72,0.675,118.384,"pop, Dance/Electronic"
Drake,I'm Upset,68,0.899,150.002,"hip hop, pop, R&B"
Camila Cabello,Never Be the Same,74,0.637,129.923,pop
M.O,Bad Vibe,54,0.813,110.009,"pop, Dance/Electronic"
Dua Lipa,IDGAF,78,0.836,97.028,pop
Cashmere Cat,Miss You (with Major Lazer & Tory Lanez),56,0.747,100.028,"pop, rock"
Bazzi,Mine,75,0.71,142.929,"pop, Dance/Electronic"
Lil Dicky,Freaky Friday (feat. Chris Brown),70,0.755,133.123,"hip hop, pop"
Lauv,I Like Me Better,81,0.752,91.97,"pop, Dance/Electronic"
The Chainsmokers,This Feeling,73,0.575,105.049,"pop, Dance/Electronic"
Maroon 5,Girls Like You (feat. Cardi B) - Cardi B Version,73,0.851,124.959,pop
Khalid,Love Lies (with Normani),73,0.708,143.955,"pop, R&B"
Drake,Nice For What,77,0.585,93.372,"hip hop, pop, R&B"
Kendrick Lamar,LOVE. FEAT. ZACARI.,80,0.8,126.058,hip hop
Post Malone,Psycho (feat. Ty Dolla $ign),77,0.75,140.06,hip hop
Lil Nas X,Old Town Road - Remix,79,0.878,136.041,"hip hop, pop"
Billie Eilish,bad guy,83,0.701,135.128,"pop, Dance/Electronic"
Shawn Mendes,Señorita,78,0.759,116.967,pop
Ariana Grande,7 rings,83,0.778,140.048,pop
Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,79,0.755,89.96,hip hop
Gesaffelstein,Lost in the Fire (feat. The Weeknd),84,0.658,100.966,Dance/Electronic
Halsey,Without Me,77,0.752,136.041,"pop, Dance/Electronic"
Regard,Ride It,81,0.88,117.948,"pop, Dance/Electronic"
Lady Gaga,Shallow,82,0.572,95.799,pop
Mark Ronson,Nothing Breaks Like a Heart (feat. Miley Cyrus),79,0.601,114.066,pop
Lewis Capaldi,Someone You Loved,84,0.501,109.891,pop
Jax Jones,All Day And Night,60,0.585,121.908,"hip hop, pop, Dance/Electronic"
Mustard,Pure Water (with Migos),75,0.682,202.015,"hip hop, pop"
NLE Choppa,Shotta Flow (feat. Blueface) [Remix],0,0.894,120.08,hip hop
Kodak Black,ZEZE (feat. Travis Scott & Offset),77,0.861,98.043,hip hop
Daddy Yankee,Con Calma,79,0.737,93.989,latin
Alec Benjamin,Let Me Down Slowly,82,0.652,150.073,"rock, pop, Dance/Electronic"
